Tahun,Kabupaten/Kota,kasus_dbd,jumlah_meninggal,curah_hujan_mm,timbulan_sampah_ton,penduduk_ribu,kepadatan_penduduk_km2,akses_sanitasi_layak_persen,IR_DBD_per_100k
2023,magelang,44,0,2100,26756.29,122.5,6581,84.93,35.91836734693877
2023,magelang,44,0,2100,26756.29,122.5,6581,85.14,35.91836734693877
2023,magelang,44,0,2100,170428.16,1330.7,1226,84.93,3.3065303975351323
2023,magelang,44,0,2100,170428.16,1330.7,1226,85.14,3.3065303975351323
2023,magelang,44,0,2100,170428.16,122.5,6581,84.93,35.91836734693877
2023,magelang,44,0,2100,170428.16,122.5,6581,85.14,35.91836734693877
2023,magelang,44,0,2100,26756.29,1330.7,1226,84.93,3.3065303975351323
2023,magelang,44,0,2100,26756.29,1330.7,1226,85.14,3.3065303975351323
2023,magelang,44,0,2100,26756.29,122.5,6581,84.93,35.91836734693877
2023,magelang,44,0,2100,26756.29,122.5,6581,85.14,35.91836734693877
2023,surakarta,99,4,2100,113941.87,525.7,11320,89.97,18.83203347917063
2023,salatiga,28,1,2100,29731.43,198.9,3618,98.15,14.077425842131726
2023,semarang,404,16,2100,141712.91,1080.2,1136,95.31,37.400481392334754
2023,semarang,404,16,2100,141712.91,1080.2,1136,85.5,37.400481392334754
2023,semarang,404,16,2100,141712.91,1694.7,4534,95.31,23.839027556499676
2023,semarang,404,16,2100,141712.91,1694.7,4534,85.5,23.839027556499676
2023,semarang,404,16,2100,457813.14,1080.2,1136,95.31,37.400481392334754
2023,semarang,404,16,2100,457813.14,1080.2,1136,85.5,37.400481392334754
2023,semarang,404,16,2100,457813.14,1694.7,4534,95.31,23.839027556499676
2023,semarang,404,16,2100,457813.14,1694.7,4534,85.5,23.839027556499676
2023,semarang,404,16,2100,141712.91,1080.2,1136,95.31,37.400481392334754
2023,semarang,404,16,2100,141712.91,1080.2,1136,85.5,37.400481392334754
2023,semarang,404,16,2100,141712.91,1694.7,4534,95.31,23.839027556499676
2023,semarang,404,16,2100,141712.91,1694.7,4534,85.5,23.839027556499676
2023,semarang,404,16,2100,457813.14,1080.2,1136,95.31,37.400481392334754
2023,semarang,404,16,2100,457813.14,1080.2,1136,85.5,37.400481392334754
2023,semarang,404,16,2100,457813.14,1694.7,4534,95.31,23.839027556499676
2023,semarang,404,16,2100,457813.14,1694.7,4534,85.5,23.839027556499676
2023,pekalongan,69,3,2100,138139.06,1004.1,1201,90.69,6.871825515386913
2023,pekalongan,69,3,2100,138139.06,1004.1,1201,83.47,6.871825515386913
2023,pekalongan,69,3,2100,138139.06,317.5,7017,90.69,21.73228346456693
2023,pekalongan,69,3,2100,138139.06,317.5,7017,83.47,21.73228346456693
2023,pekalongan,69,3,2100,48039.69,1004.1,1201,90.69,6.871825515386913
2023,pekalongan,69,3,2100,48039.69,1004.1,1201,83.47,6.871825515386913
2023,pekalongan,69,3,2100,48039.69,317.5,7017,90.69,21.73228346456693
2023,pekalongan,69,3,2100,48039.69,317.5,7017,83.47,21.73228346456693
2023,pekalongan,69,3,2100,138139.06,1004.1,1201,90.69,6.871825515386913
2023,pekalongan,69,3,2100,138139.06,1004.1,1201,83.47,6.871825515386913
2023,pekalongan,69,3,2100,138139.06,317.5,7017,90.69,21.73228346456693
2023,pekalongan,69,3,2100,138139.06,317.5,7017,83.47,21.73228346456693
2023,pekalongan,69,3,2100,48039.69,1004.1,1201,90.69,6.871825515386913
2023,pekalongan,69,3,2100,48039.69,1004.1,1201,83.47,6.871825515386913
2023,pekalongan,69,3,2100,48039.69,317.5,7017,90.69,21.73228346456693
2023,pekalongan,69,3,2100,48039.69,317.5,7017,83.47,21.73228346456693
2023,tegal,48,2,2100,282697.16,1653.6,1881,94.12,2.9027576197387517
2023,tegal,48,2,2100,282697.16,1653.6,1881,85.87,2.9027576197387517
2023,tegal,48,2,2100,282697.16,282.8,7123,94.12,16.973125884016973
2023,tegal,48,2,2100,282697.16,282.8,7123,85.87,16.973125884016973
2023,tegal,48,2,2100,78759.5,1653.6,1881,94.12,2.9027576197387517
2023,tegal,48,2,2100,78759.5,1653.6,1881,85.87,2.9027576197387517
2023,tegal,48,2,2100,78759.5,282.8,7123,94.12,16.973125884016973
2023,tegal,48,2,2100,78759.5,282.8,7123,85.87,16.973125884016973
2023,tegal,48,2,2100,282697.16,1653.6,1881,94.12,2.9027576197387517
2023,tegal,48,2,2100,282697.16,1653.6,1881,85.87,2.9027576197387517
2023,tegal,48,2,2100,282697.16,282.8,7123,94.12,16.973125884016973
2023,tegal,48,2,2100,282697.16,282.8,7123,85.87,16.973125884016973
2023,tegal,48,2,2100,78759.5,1653.6,1881,94.12,2.9027576197387517
2023,tegal,48,2,2100,78759.5,1653.6,1881,85.87,2.9027576197387517
2023,tegal,48,2,2100,78759.5,282.8,7123,94.12,16.973125884016973
2023,tegal,48,2,2100,78759.5,282.8,7123,85.87,16.973125884016973
